Gene.Name	Gene.ID
RS31A	AT2G46610
AT2G46640	AT2G46640
CYP78A6	AT2G46660
NA	NA
ATHB-7	AT2G46680
SAUR32	AT2G46690
CRK3	AT2G46700
HIC	AT2G46720
HIC	AT2G46720
AT2G46780	AT2G46780
APRR9	AT2G46790
BHLH70	AT2G46810
CCA1	AT2G46830
CCA1	AT2G46830
AT2G46850	AT2G46850
PAP10	AT2G46910
PAE3	AT2G46930
AT2G46940	AT2G46940
PIL1	AT2G46970
AT2G46980	AT2G46980
AT2G09770	AT2G09770
AT2G46995	AT2G46995
AT2G47010	AT2G47010
p_MI0001080	AT2G47015
AT2G47060	AT2G47060
BOR1	AT2G47160
AT2G09805	AT2G09805
AT2G47200	AT2G47200
AT2G47300	AT2G47300
AT2G47310	AT2G47310
RH24	AT2G47330
AT2G47360	AT2G47360
AT2G47390	AT2G47390
AT2G47410	AT2G47410
AT2G47440	AT2G47440
MYB12	AT2G47460
PDIL2-1	AT2G47470
AT2G47500	AT2G47500
AT2G47530	AT2G47530
AT2G09925	AT2G09925
AT2G09935	AT2G09935
AT2G47630	AT2G47630
UXS4	AT2G47650
AT2G47680	AT2G47680
AT2G47690	AT2G47690
ALG3	AT2G47760
TSPO	AT2G47770
AT2G47790	AT2G47790
NFYB5	AT2G47810
AT2G47820	AT2G47820
AT2G47850	AT2G47850
GRXC12	AT2G47870
COL13	AT2G47890
NET3C	AT2G47920
DEGP2	AT2G47940
AT2G48000	AT2G48000
AT2G48020	AT2G48020
AT2G48160	AT2G48160
AT3G01030	AT3G01030
AT3G01060	AT3G01060
HYP1	AT3G01100
AT3G00975	AT3G00975
AT3G01160	AT3G01160
AT3G01170	AT3G01170
AT3G01210	AT3G01210
VDAC1	AT3G01280
AT3G01270	AT3G01270
AT3G00995	AT3G00995
NPF5.9	AT3G01350
AT3G01360	AT3G01360
CFM2	AT3G01370
VHA-G1	AT3G01390
AT3G01400	AT3G01400
DOX1	AT3G01420
AT3G01490	AT3G01490
AT3G01516	AT3G01516
AT3G01520	AT3G01520
AT3G01560	AT3G01560
AT3G01590	AT3G01590
AGP11	AT3G01700
AGP11	AT3G01700
AT3G01740	AT3G01740
AT3G01760	AT3G01760
GTE11	AT3G01770
TPLATE	AT3G01780
AT3G01790	AT3G01790
CML40	AT3G01830
AT3G01820	AT3G01820
AT3G01860	AT3G01860
SOX	AT3G01910
AT3G01920	AT3G01920
PCMP-H36	AT3G02010
AT3G02030	AT3G02030
RPS19A	AT3G02080
AT3G02090	AT3G02090
RPS19A	AT3G02080
AT3G01075	AT3G01075
AT3G01115	AT3G01115
AT3G02270	AT3G02270
SEP2	AT3G02310
AT3G02315	AT3G02315
AT3G02335	AT3G02335
AT3G02340	AT3G02340
GAUT9	AT3G02350
AT3G02370	AT3G02370
AT3G02390	AT3G02390
COL2	AT3G02380
ICMEL2	AT3G02410
SAMDC1	AT3G02470
LBD41	AT3G02550
STE1	AT3G02580
S-ACP-DES4	AT3G02620
AT3G02710	AT3G02710
AT3G02715	AT3G02715
DJ1D	AT3G02720
PPC6-1	AT3G02750
AT3G02800	AT3G02800
AT3G02890	AT3G02890
AT3G02910	AT3G02910
HSFA1E	AT3G02990
CSLD3	AT3G03050
AT3G03100	AT3G03100
AT3G03130	AT3G03130
AT3G03140	AT3G03140
AT3G03150	AT3G03150
AT3G03160	AT3G03160
AT3G03170	AT3G03170
AT3G03210	AT3G03210
UGP2	AT3G03250
HDG8	AT3G03260
AT3G03272	AT3G03272
AT3G03341	AT3G03341
AT3G03370	AT3G03370
AT3G03440	AT3G03440
RGL2	AT3G03450
PEX19-1	AT3G03490
ATL51	AT3G03550
AT3G01275	AT3G01275
DTX24	AT3G03620
BGLU25	AT3G03640
AT3G03650	AT3G03650
AT3G01315	AT3G01315
AT3G03680	AT3G03680
NA	NA
AT3G03702	AT3G03702
SUVR3	AT3G03750
AT3G03770	AT3G03770
MS2	AT3G03780
AT3G03790	AT3G03790
AT3G03800	AT3G03800
AT3G01365	AT3G01365
AT3G03920	AT3G03920
AT3G03940	AT3G03940
AT3G04020	AT3G04020
AT3G04040	AT3G04040
NA	NA
AT3G04070	AT3G04070
AT3G04070	AT3G04070
AT3G04100	AT3G04100
GAPC1	AT3G04120
AT3G04184	AT3G04184
AT3G04210	AT3G04210
SEC	AT3G04240
ARR22	AT3G04280
FTSHI5	AT3G04340
AT3G04420	AT3G04420
AT3G04440	AT3G04440
AT3G04443	AT3G04443
PEX12	AT3G04460
AT3G04480	AT3G04480
AT3G04500	AT3G04500
AHL19	AT3G04570
AHL14	AT3G04590
AT3G04620	AT3G04620
WRKY39	AT3G04670
MED14	AT3G04740
AT3G04760	AT3G04760
AT3G04820	AT3G04820
AT3G04830	AT3G04830
AT3G04860	AT3G04860
WNK1	AT3G04910
CYSD1	AT3G04940
AT3G04960	AT3G04960
AT3G04990	AT3G04990
ACP1	AT3G05020
AT3G01565	AT3G01565
NOP5-2	AT3G05060
AT3G05070	AT3G05070
AT3G05080	AT3G05080
AT3G05110	AT3G05110
AT3G05150	AT3G05150
NA	NA
ERCC1	AT3G05210
AT3G05250	AT3G05250
AT3G05345	AT3G05345
ALY2	AT3G05380
SUGTL5	AT3G05400
PPD7	AT3G05410
AT3G05425	AT3G05425
AT3G05430	AT3G05430
AT3G05480	AT3G05480
AT3G05520	AT3G05520
TOPP9	AT3G05580
PLPZETA2	AT3G05630
AT3G01675	AT3G01675
AT3G01695	AT3G01695
SYP43	AT3G05710
AT3G01735	AT3G01735
INVH	AT3G05820
ASK3	AT3G05840
AT3G05858	AT3G05858
AT3G01795	AT3G01795
RCI2B	AT3G05890
PAE12	AT3G05910
AT3G05920	AT3G05920
CHR12	AT3G06010
AT3G06019	AT3G06019
AT3G06040	AT3G06040
AT3G06125	AT3G06125
REM21	AT3G06160
BPM2	AT3G06190
AT3G06280	AT3G06280
SAC3B	AT3G06290
P4H2	AT3G06300
AT3G06310	AT3G06310
AT3G06320	AT3G06320
CHR11	AT3G06400
AT3G06410	AT3G06410
ATG8H	AT3G06420
EMB2750	AT3G06430
AT3G06435	AT3G06435
GALT3	AT3G06440
AT3G06470	AT3G06470
BOR3	AT3G06450
RH40	AT3G06480
MYB108	AT3G06490
INVC	AT3G06500
INVC	AT3G06500
AT3G06520	AT3G06520
AT3G06545	AT3G06545
BHLH148	AT3G06590
AT3G01865	AT3G01865
ACLB-1	AT3G06650
FIPS3	AT3G66652
ACLB-1	AT3G06650
AT3G06660	AT3G06660
AT3G06665	AT3G06665
AT3G06670	AT3G06670
IMPA1	AT3G06720
AT3G06750	AT3G06750
DI19-4	AT3G06760
AT3G06780	AT3G06780
AT3G06840	AT3G06840
AT3G06868	AT3G06868
AT3G06895	AT3G06895
AT3G06900	AT3G06900
PRMT13	AT3G06930
AT3G06950	AT3G06950
UGT80A2	AT3G07020
AT3G07090	AT3G07090
AT3G01935	AT3G01935
AT3G07140	AT3G07140
CALS9	AT3G07160
AT3G07170	AT3G07170
AT3G07230	AT3G07230
FHA1	AT3G07260
AT3G07320	AT3G07320
CSLC6	AT3G07330
AT3G01975	AT3G01975
PUB9	AT3G07360
AT3G07390	AT3G07390
AT3G07390	AT3G07390
AT3G07470	AT3G07470
AT3G07480	AT3G07480
AT3G07530	AT3G07530
FH10	AT3G07540
AT3G07580	AT3G07580
AT3G07590	AT3G07590
COL9	AT3G07650
AT3G07680	AT3G07680
AT3G07700	AT3G07700
AT3G07760	AT3G07760
GDI1	AT3G07880
PIP5K6	AT3G07960
AT3G08020	AT3G08020
AT3G08500	AT3G08500
CHC2	AT3G08530
AAC1	AT3G08580
AT3G08590	AT3G08590
AT3G08680	AT3G08680
TRX9	AT3G08710
ATPK2	AT3G08720
ATPK1	AT3G08730
AT3G08760	AT3G08760
AT3G08780	AT3G08780
AT3G08840	AT3G08840
AT3G08890	AT3G08890
LHCB4.2	AT3G08940
HCC1	AT3G08950
ERDJ3A	AT3G08970
AT3G09000	AT3G09000
DEX1	AT3G09090
HY2	AT3G09150
RPP0B	AT3G09200
AT3G09280	AT3G09280
ORP3B	AT3G09300
PAT16	AT3G09320
AT3G02195	AT3G02195
AT3G09350	AT3G09350
AT3G09360	AT3G09360
AT3G09370	AT3G09370
AEL2	AT3G09380
PLL3	AT3G09400
AT3G09430	AT3G09430
HSP70-3	AT3G09440
AT3G09480	AT3G09480
AT3G09490	AT3G09490
AT3G09520	AT3G09520
AT3G09550	AT3G09550
AT3G09540	AT3G09540
AT3G09570	AT3G09570
RVE8	AT3G09600
RVE8	AT3G09600
HCF152	AT3G09650
MCM8	AT3G09660
AT3G09690	AT3G09690
AT3G09730	AT3G09730
AT3G09760	AT3G09760
AT3G09800	AT3G09800
IDH6	AT3G09810
AT3G09850	AT3G09850
AT3G09860	AT3G09860
RABC2B	AT3G09910
AT3G09980	AT3G09980
NA	NA
OMR1	AT3G10050
FKBP16-4	AT3G10060
TIM22-1	AT3G10110
AT3G02275	AT3G02275
AT3G10210	AT3G10210
TFCB	AT3G10220
RTNLB8	AT3G10260
GYRBC	AT3G10270
AT3G10290	AT3G10290
TFIIB2	AT3G10330
PAL4	AT3G10340
AT3G10420	AT3G10420
AT3G10439	AT3G10439
AT3G10440	AT3G10440
AT3G10480	AT3G10480
AT3G10490	AT3G10490
NAC053	AT3G10500
MTM1	AT3G10550
AT3G10572	AT3G10572
p_MI0000188	AT3G10745
BZIP28	AT3G10800
AT3G10860	AT3G10860
ATL72	AT3G10910
RTNLB16	AT3G10915
MSD1	AT3G10920
AT3G10970	AT3G10970
AT3G10985	AT3G10985
AT3G11000	AT3G11000
AT3G11000	AT3G11000
DREB2B	AT3G11020
FER2	AT3G11050
CHC1	AT3G11130
AT3G11165	AT3G11165
ATE2	AT3G11240
RPP0C	AT3G11250
AT3G11340	AT3G11340
PP2CA	AT3G11410
AT3G02395	AT3G02395
AT3G02405	AT3G02405
AT3G02415	AT3G02415
AT3G11470	AT3G11470
AT3G11500	AT3G11500
RPS14B	AT3G11510
AT3G02445	AT3G02445
AT3G11560	AT3G11560
AT3G11590	AT3G11590
AT3G11620	AT3G11620
BAS1	AT3G11630
DGD1	AT3G11670
AT3G11690	AT3G11690
FLA18	AT3G11700
AT3G11760	AT3G11760
AT3G11770	AT3G11770
AT3G11850	AT3G11850
AT3G11850	AT3G11850
ANT1	AT3G11900
UBP13	AT3G11910
RPS5B	AT3G11940
AT3G12010	AT3G12010
TBL1	AT3G12060
ACT11	AT3G12110
FAD2	AT3G12120
AT3G12130	AT3G12130
AT3G12150	AT3G12150
AT3G12190	AT3G12190
TGA6	AT3G12250
AT3G12260	AT3G12260
PRMT3	AT3G12270
RBR1	AT3G12280
LNK3	AT3G12320
ARP5	AT3G12380
AT3G12385	AT3G12385
ELC	AT3G12400
AT3G12440	AT3G12440
AT3G12510	AT3G12510
TRP3	AT3G12560
MED37C	AT3G12580
AT3G12590	AT3G12590
AT3G12620	AT3G12620
AT3G12670	AT3G12670
AGC1-5	AT3G12690
AT3G12700	AT3G12700
PHL12	AT3G12730
AT3G12800	AT3G12800
AT3G12820	AT3G12820
AT3G12833	AT3G12833
AT3G02595	AT3G02595
AT3G12860	AT3G12860
AT3G12870	AT3G12870
AT3G12880	AT3G12880
AT3G12900	AT3G12900
AT3G12910	AT3G12910
AT3G12910	AT3G12910
BRG3	AT3G12920
AT3G13030	AT3G13030
OCT7	AT3G13050
AT3G13061	AT3G13061
CBSDUFCH1	AT3G13070
AT3G13130	AT3G13130
SPO11-1	AT3G13170
AT3G13225	AT3G13225
AT3G13275	AT3G13275
VCR	AT3G13290
AT3G13310	AT3G13310
NA	NA
AT3G13370	AT3G13370
WIP3	AT3G13360
BRL3	AT3G13380
AT3G13390	AT3G13390
AT3G13410	AT3G13410
AT3G13420	AT3G13420
AT3G13430	AT3G13430
TBP1	AT3G13445
DIN4	AT3G13450
AGP12	AT3G13520
MYB5	AT3G13540
COP10	AT3G13550
IQM2	AT3G13600
F6'H1	AT3G13610
AT3G13620	AT3G13620
DIR22	AT3G13660
AT3G13670	AT3G13670
PRA1F4	AT3G13710
AT3G13740	AT3G13740
AT3G02745	AT3G02745
AT3G02775	AT3G02775
IDD11	AT3G13810
PCMP-E89	AT3G13880
AT3G13930	AT3G13930
AT3G13940	AT3G13940
AT3G02815	AT3G02815
AT3G02815	AT3G02815
BRXL2	AT3G14000
NFYA6	AT3G14020
AT3G14060	AT3G14060
AT3G14075	AT3G14075
UBP1C	AT3G14100
FLU	AT3G14110
NUP107	AT3G14120
GLO4	AT3G14130
GLO3	AT3G14150
AT3G14160	AT3G14160
AT3G14190	AT3G14190
AT3G02895	AT3G02895
FAB1B	AT3G14270
PAE2	AT3G14290
AT3G02905	AT3G02905
SRF7	AT3G14350
AT3G14360	AT3G14360
AT3G14410	AT3G14410
NA	NA
NCED3	AT3G14440
CID9	AT3G14450
AT3G14475	AT3G14475
AT3G14550	AT3G14550
AT3G14580	AT3G14580
AT3G14590	AT3G14590
AT3G14590	AT3G14590
CYP72A13	AT3G14660
CYP72A14	AT3G14680
CYP72A15	AT3G14690
SWEET2	AT3G14770
NA	NA
MSL5	AT3G14810
LRR-RLK	AT3G14840
AT3G14870	AT3G14870
AT3G14900	AT3G14900
AT3G14910	AT3G14910
HEME1	AT3G14930
DJ1A	AT3G14990
TCP4	AT3G15030
AT3G15090	AT3G15090
AT3G15120	AT3G15120
PCMP-H86	AT3G15130
NAC054	AT3G15170
AT3G15180	AT3G15180
AT3G15200	AT3G15200
AT3G03035	AT3G03035
AT3G03065	AT3G03065
AT3G15280	AT3G15280
AT3G15290	AT3G15290
AT3G15350	AT3G15350
SPA3	AT3G15354
AT3G15357	AT3G15357
AT3G15360	AT3G15360
AT3G15420	AT3G15420
AT3G15430	AT3G15430
AT3G15470	AT3G15470
NAC055	AT3G15500
NAC056	AT3G15510
AT3G03125	AT3G03125
AT3G15534	AT3G15534
IAA19	AT3G15540
AT3G15548	AT3G15548
AT3G15550	AT3G15550
ATG8I	AT3G15580
AT3G15585	AT3G15585
AT3G03155	AT3G03155
UVR3	AT3G15620
AT3G15630	AT3G15630
GRXS15	AT3G15660
AT3G15670	AT3G15670
PLDALPHA1	AT3G15730
MBD11	AT3G15790
ROD1	AT3G15820
AT3G15810	AT3G15810
AT3G15840	AT3G15840
AT3G15860	AT3G15860
AT3G15900	AT3G15900
AT3G03175	AT3G03175
AT3G15940	AT3G15940
AT3G03195	AT3G03195
NAI2	AT3G15950
NUP50B	AT3G15970
AT3G15980	AT3G15980
SULTR3	AT3G15990
AT3G16020	AT3G16020
PDX12	AT3G16050
AT3G16117	AT3G16117
AT3G16120	AT3G16120
AT3G16170	AT3G16170
AT3G03225	AT3G03225
AT3G16220	AT3G16220
ERF036	AT3G16280
FTSHI2	AT3G16290
APG	AT3G16370
NSP4	AT3G16410
JAL32	AT3G16440
JAL34	AT3G16460
AT3G03335	AT3G03335
IAA26	AT3G16500
AT3G16530	AT3G16530
AT3G16560	AT3G16560
AT3G03345	AT3G03345
TOC120	AT3G16620
AT3G03355	AT3G03355
AT3G16700	AT3G16700
AT3G16712	AT3G16712
PLDZETA1	AT3G16785
AT3G16800	AT3G16800
TPR2	AT3G16830
RH13	AT3G16840
ARR1	AT3G16857
COBL8	AT3G16860
AT3G16930	AT3G16930
AT3G16940	AT3G16940
TENA_E	AT3G16990
UBC32	AT3G17000
AT3G17020	AT3G17020
HCF107	AT3G17040
AT3G17080	AT3G17080
AT3G17090	AT3G17090
AT3G03435	AT3G03435
AT3G17120	AT3G17120
AT3G17150	AT3G17150
AT3G17160	AT3G17160
AT3G17185	AT3G17185
AT3G17190	AT3G17190
HS1	AT3G17210
AT3G17250	AT3G17250
AT3G17300	AT3G17300
AT3G17365	AT3G17365
METK4	AT3G17390
AT3G17430	AT3G17430
RPL3B	AT3G17465
CRSH	AT3G17470
CIPK1	AT3G17510
AT3G03495	AT3G03495
HYH	AT3G17609
AT3G17670	AT3G17670
AT3G17770	AT3G17770
PAP17	AT3G17790
PYD1	AT3G17810
TIFY6B	AT3G17860
AT3G17920	AT3G17920
AT3G17930	AT3G17930
NMT1	AT3G18000
NMT1	AT3G18000
MPK9	AT3G18040
AIP1-2	AT3G18060
AT3G03615	AT3G03615
AT3G18090	AT3G18090
AT3G18170	AT3G18170
AT3G03635	AT3G03635
AT3G18250	AT3G18250
AT3G18290	AT3G18290
AT3G18310	AT3G18310
AT3G18350	AT3G18350
VQ20	AT3G18360
AT3G03675	AT3G03675
SG1	AT3G18420
AT3G18430	AT3G18430
AT3G03695	AT3G03695
AT3G03685	AT3G03685
CCR4-3	AT3G18500
HDA15	AT3G18520
AT3G03705	AT3G03705
NUCL2	AT3G18610
AT3G18700	AT3G18700
WNK6	AT3G18750
AT3G18760	AT3G18760
ACT2	AT3G18780
NA	NA
LPAT5	AT3G18850
AT3G18860	AT3G18860
AT3G18870	AT3G18870
AT3G18880	AT3G18880
AT3G18915	AT3G18915
AT3G18940	AT3G18940
AT3G18950	AT3G18950
PEX1	AT3G19020
AT3G19035	AT3G19035
CRK2	AT3G19100
KRP6	AT3G19150
CDP1	AT3G19180
ATG2	AT3G19190
AT3G19240	AT3G19240
LAG2	AT3G19260
LAG2	AT3G19260
AT3G19274	AT3G19274
ABF4	AT3G19290
AT3G19340	AT3G19340
CAD4	AT3G19450
NA	NA
AT3G19490	AT3G19490
AT3G19520	AT3G19520
AT3G19540	AT3G19540
AT3G19553	AT3G19553
BUB3.1	AT3G19590
AT3G19630	AT3G19630
IKU2	AT3G19700
VPS9A	AT3G19770
AT3G19780	AT3G19780
AT3G19800	AT3G19800
MED35C	AT3G19840
AT3G19870	AT3G19870
AT3G19895	AT3G19895
AT3G19970	AT3G19970
CHR27	AT3G20010
PRMT6	AT3G20020
CCT1	AT3G20050
UBC19	AT3G20060
AT3G20230	AT3G20230
AT3G20240	AT3G20240
AT3G20250	AT3G20250
AT3G20280	AT3G20280
EHD1	AT3G20290
AT3G20300	AT3G20300
ERF7	AT3G20310
AT3G20340	AT3G20340
AT3G20360	AT3G20360
CPK9	AT3G20410
PAP18	AT3G20500
DDL	AT3G20550
UBP14	AT3G20630
BHLH123	AT3G20640
AT3G20690	AT3G20690
AT3G20710	AT3G20710
NSE4B	AT3G20760
EIN3	AT3G20770
AT3G20820	AT3G20820
NFYA9	AT3G20910
NIFU4	AT3G20970
AT3G20980	AT3G20980
PSBT	AT3G21055
RBL	AT3G21060
NADK1	AT3G21070
AT3G21100	AT3G21100
BBX32	AT3G21150
GATA24	AT3G21175
MKK5	AT3G21220
GLTP3	AT3G21260
DOF3.1	AT3G21270
AT3G21280	AT3G21280
AT3G21290	AT3G21290
AT3G21295	AT3G21295
AT3G21300	AT3G21300
AT3G21320	AT3G21320
AT3G21320	AT3G21320
MED6	AT3G21350
AT3G21400	AT3G21400
NA	NA
AHP1	AT3G21510
AHP1	AT3G21510
AT3G21530	AT3G21530
UGT84A2	AT3G21560
AT3G21600	AT3G21600
B'ZETA	AT3G21650
DTX40	AT3G21690
DTX40	AT3G21690
AT3G21700	AT3G21700
ICL	AT3G21720
UGT71B2	AT3G21760
NA	NA
NA	NA
PEX22	AT3G21865
MIP1B	AT3G21890
AT3G22072	AT3G22072
AT3G22070	AT3G22070
BHLH117	AT3G22100
AT3G22121	AT3G22121
AT3G22120	AT3G22120
AT3G22142	AT3G22142
AT3G22190	AT3G22190
POP2	AT3G22200
AT3G22260	AT3G22260
AT3G22270	AT3G22270
AOX1A	AT3G22370
TIC	AT3G22380
TIC	AT3G22380
NA	NA
NA	NA
AT3G22430	AT3G22430
FRL4A	AT3G22440
NA	NA
CDC73	AT3G22590
AT3G22670	AT3G22670
AT3G22770	AT3G22770
TSO1	AT3G22780
AT3G04315	AT3G04315
AT3G04315	AT3G04315
HSFA6B	AT3G22830
ELIP1	AT3G22840
DMC1	AT3G22880
DMC1	AT3G22880
APS1	AT3G22890
APS1	AT3G22890
AT3G22950	AT3G22950
NA	NA
AT3G22970	AT3G22970
NA	NA
AT3G22980	AT3G22980
CIPK7	AT3G23000
IAA2	AT3G23030
AT3G23080	AT3G23080
AT3G23080	AT3G23080
WDL3	AT3G23090
AT3G23160	AT3G23160
AT3G23170	AT3G23170
BHLH34	AT3G23210
AT3G23250	AT3G23250
LSH4	AT3G23290
AT3G23300	AT3G23300
FAO3	AT3G23410
NA	NA
AT3G04475	AT3G04475
AT3G04475	AT3G04475
RNR2A	AT3G23580
DSPTP1	AT3G23610
AT3G23637	AT3G23637
AT3G23637	AT3G23637
KIN12B	AT3G23670
AT3G23700	AT3G23700
TIC22L	AT3G23710
XTH16	AT3G23730
TMK4	AT3G23750
NRPD2	AT3G23780
SAHH2	AT3G23810
AT3G04595	AT3G04595
RBG4	AT3G23830
RBG4	AT3G23830
AT3G23910	AT3G23910
AT3G23910	AT3G23910
AT3G23980	AT3G23980
GATA1	AT3G24050
AT3G24040	AT3G24040
AT3G24090	AT3G24090
AT3G24150	AT3G24150
AT3G24160	AT3G24160
AT3G24170	AT3G24170
AT3G24190	AT3G24190
AT3G24200	AT3G24200
NCED6	AT3G24220
MSH7	AT3G24495
AT3G24508	AT3G24508
AT3G24506	AT3G24506
AT3G24517	AT3G24517
AT3G24517	AT3G24517
AT3G24517	AT3G24517
AT3G04775	AT3G04775
AT3G24630	AT3G24630
AT3G24640	AT3G24640
ABI3	AT3G24650
NA	NA
NA	NA
CLE41	AT3G24770
PRT1	AT3G24800
SFH9	AT3G24840
AT3G25080	AT3G25080
FATA	AT3G25110
AT3G25160	AT3G25160
RALFL25	AT3G25165
OXI1	AT3G25250
SCPL21	AT3G25420
BASS3	AT3G25410
AT3G25440	AT3G25440
STR4A	AT3G25480
FH1	AT3G25500
GLYR1	AT3G25530
AT3G25580	AT3G25580
ALA10	AT3G25610
IDL1	AT3G25655
CHUP1	AT3G25690
AT3G25700	AT3G25700
NA	NA
AT3G04955	AT3G04955
MAP1C	AT3G25740
AT3G25790	AT3G25790
AT3G25795	AT3G25795
PP2AA2	AT3G25800
AT3G25805	AT3G25805
AT3G25840	AT3G25840
NIMIN-2	AT3G25882
HMT-1	AT3G25900
AT3G25910	AT3G25910
RPL15	AT3G25920
AT3G26100	AT3G26100
AT3G26135	AT3G26135
AT3G26140	AT3G26140
CYP71B19	AT3G26170
CYP71B23	AT3G26210
AT3G26240	AT3G26240
CYP71B26	AT3G26290
CYP71B34	AT3G26300
AT3G26360	AT3G26360
EIF4B1	AT3G26400
AT3G26440	AT3G26440
AT3G26480	AT3G26480
AT3G05055	AT3G05055
AT3G05055	AT3G05055
NA	NA
AT3G26560	AT3G26560
AT3G26580	AT3G26580
AT3G26600	AT3G26600
AT3G26612	AT3G26612
PCMP-A6	AT3G26630
LWD2	AT3G26640
AT3G26670	AT3G26670
SNM1	AT3G26680
AT3G26750	AT3G26750
AT3G26780	AT3G26780
AFB2	AT3G26810
AFB2	AT3G26810
AT3G26870	AT3G26870
AT3G26890	AT3G26890
AT3G26910	AT3G26910
PAT07	AT3G26935
AT3G05135	AT3G05135
AT3G26990	AT3G26990
ARP2	AT3G27000
AT3G27050	AT3G27050
TSO2	AT3G27060
AT3G27090	AT3G27090
AT3G27110	AT3G27110
AT3G27120	AT3G27120
CLC-B	AT3G27170
UKL2	AT3G27190
Y-2	AT3G27210
CYC11	AT3G27240
AT3G05215	AT3G05215
GTE8	AT3G27260
PHB4	AT3G27280
AT3G27325	AT3G27325
AT3G27340	AT3G27340
HTR13	AT3G27360
SDH2-1	AT3G27380
AT3G27415	AT3G27415
AT3G27420	AT3G27420
UKL5	AT3G27440
AT3G27470	AT3G27470
GC6	AT3G27530
AT3G27540	AT3G27540
AT3G27590	AT3G27590
AT3G27690	AT3G27690
AT3G27690	AT3G27690
MER3	AT3G27730
AT3G27770	AT3G27770
MYB21	AT3G27810
AT3G27809	AT3G27809
MDAR4	AT3G27820
MDAR4	AT3G27820
AT3G27845	AT3G27845
AT3G27865	AT3G27865
ALA8	AT3G27870
AT3G27910	AT3G27910
GL1	AT3G27920
LBD26	AT3G27940
AT3G27960	AT3G27960
AT3G28030	AT3G28030
NA	NA
AXY4L	AT3G28150
AT3G05445	AT3G05445
ABCB15	AT3G28345
AT3G28430	AT3G28430
BIR2	AT3G28450
AT3G28620	AT3G28620
PCMP-E79	AT3G28640
PCMP-E79	AT3G28640
PCMP-E80	AT3G28660
AT3G28690	AT3G28690
PRE5	AT3G28857
ABCB19	AT3G28860
AT3G28890	AT3G28890
MYB30	AT3G28910
NA	NA
NA	NA
AT3G05635	AT3G05635
AT3G05635	AT3G05635
AT3G29020	AT3G29020
AT3G29033	AT3G29033
AT3G29075	AT3G29075
PME31	AT3G29090
AT3G29140	AT3G29140
NA	NA
KIN11	AT3G29160
AT3G29170	AT3G29170
CM1	AT3G29200
AT3G29240	AT3G29240
AT3G29280	AT3G29280
EMB2076	AT3G29290
AT3G29305	AT3G29305
PHS1	AT3G29320
AT3G29330	AT3G29330
UGD2	AT3G29360
NA	NA
AFP3	AT3G29575
AFP3	AT3G29575
AT3G29580	AT3G29580
AT3G29638	AT3G29638
AT3G29645	AT3G29645
AT3G05915	AT3G05915
AT3G29760	AT3G29760
COBL2	AT3G29810
MI0026813	AT3G05985
AT3G30165	AT3G30165
NA	NA
AT3G30380	AT3G30380
AT3G30460	AT3G30460
AT3G30730	AT3G30730
AT3G30739	AT3G30739
POX1	AT3G30775
POX1	AT3G30775
NA	NA
AT3G32920	AT3G32920
AT3G42150	AT3G42150
HAT	AT3G42170
HAT	AT3G42170
AL3	AT3G42790
AT3G42990	AT3G42990
AT3G43110	AT3G43110
KIN7B	AT3G43210
AT3G43230	AT3G43230
AT3G06565	AT3G06565
PME32	AT3G43270
AT3G06615	AT3G06615
AT3G43430	AT3G43430
FAX2	AT3G43520
AT3G43580	AT3G43580
AT3G43580	AT3G43580
AAO2	AT3G43600
NA	NA
AT3G44100	AT3G44100
AT3G44190	AT3G44190
NA	NA
NIT1	AT3G44310
NIT3	AT3G44320
ALB3L3	AT3G44370
AT3G44428	AT3G44428
AT3G44450	AT3G44450
AT3G44510	AT3G44510
HIRA	AT3G44530
FAR5	AT3G44550
FAR8	AT3G44560
NA	NA
AT3G44620	AT3G44620
HDA9	AT3G44680
ADT4	AT3G44720
NA	NA
KP1	AT3G44730
AT3G44740	AT3G44740
AT3G44753	AT3G44753
NA	NA
AT3G44850	AT3G44850
AT3G44860	AT3G44860
PAO	AT3G44880
AT3G44950	AT3G44950
NA	NA
AT3G45020	AT3G45020
EVN	AT3G45040
AT3G45050	AT3G45050
NRT2.6	AT3G45060
AT3G45100	AT3G45100
AT3G45180	AT3G45180
AT3G45200	AT3G45200
AT3G45230	AT3G45230
AT3G45310	AT3G45310
LECRK14	AT3G45420
TET3	AT3G45600
AT3G45620	AT3G45620
NPF2.7	AT3G45650
AT3G45730	AT3G45730
AT3G45770	AT3G45770
NA	NA
AT3G45820	AT3G45820
EXLA1	AT3G45970
H2B	AT3G45980
ADF1	AT3G46010
AT3G46030	AT3G46030
RABE1C	AT3G46060
AT3G46110	AT3G46110
AT3G46100	AT3G46100
UTR5	AT3G46180
AT3G46310	AT3G46310
NA	NA
AT3G46450	AT3G46450
PUB13	AT3G46510
ACT12	AT3G46520
AT3G46540	AT3G46540
AT3G07435	AT3G07435
TIM9	AT3G46560
SCL30	AT3G46600
SCL30	AT3G46600
LUX	AT3G46640
AT3G46668	AT3G46668
UGT76E3	AT3G46700
REM22	AT3G46770
PTAC16	AT3G46780
CRR2	AT3G46790
TOPP5	AT3G46820
RABA2C	AT3G46830
AT3G46870	AT3G46870
AT3G46890	AT3G46890
AT3G46920	AT3G46920
SKI2	AT3G46960
PHS2	AT3G46970
ANTR4	AT3G46980
AT3G47000	AT3G47000
